5.7007757 -0.4536778
1.3868311 -1.7468796
3.6410555 0.11564607
2.9158948 0.17028679
5.3477938 -1.0809944
4.572581 0.24939631
2.738806 0.62081363
0.11102186 -0.38931265
4.928443 -0.25971203
2.6682202 0.43530999
3.6925941 0.077746233
4.7516222 0.20159319
5.5308778 -0.95856613
4.4292435 1.2473979
1.0575969 -1.6191998
2.4342373 0.37308291
5.6128182 -0.38183677
5.5014266 -0.73535426
2.4616212 0.33555844
5.3618972 -1.0773216
0.34734783 -0.53513582
2.1172088 -0.77958778
4.878999 0.10297623
0.059167804 0.36783484
0.83334529 -1.5898677
1.2165913 -1.4197883
1.1923305 -1.1922887
3.6227549 -0.46486943
1.6331275 -1.9089003
1.1928856 -1.4049308
0.091643562 -0.22790547
4.4807141 0.93191177
2.6705786 0.70563809
5.5908875 -0.47464219
2.7959661 0.91757352
2.5118968 0.60504345
5.0773285 -0.088946049
3.150915 -0.26753578
1.2158841 -1.5914154
4.0328248 0.50737377
5.0287107 -0.89162807
0.11783708 -0.071762831
4.087663 0.27445429
2.2768861 0.43153344
4.9907761 -0.61051696
3.0168773 0.42151929
4.2568284 0.81436169
2.5733542 0.23281771
1.8277042 -1.9854765
1.1379225 -1.5560383
1.1605869 -1.9023357
4.0933393 0.80910826
1.8165864 -1.2498807
3.2500431 0.52807157
0.90523786 -1.1101869
4.1873909 0.5036457
2.270238 0.0080254996
5.1600696 -1.0177655
5.1219308 -0.66971438
3.5613775 -0.097693578
2.9793147 0.40492375
5.3986151 -0.95947804
4.929775 0.095328292
3.8694623 -0.38784976
4.907846 -0.025900636
3.9613653 0.61409592
2.0518237 -0.51317788
1.7383554 -1.3024822
2.0471614 -0.70469097
3.2044741 0.32307287
4.3626793 0.95155796
1.855741 -1.3152174
5.0309763 -0.57484794
3.4084348 -0.18457759
2.2224813 -0.70320708
4.2164395 0.64144146
3.2794269 0.06548312
2.6692812 0.6795046
4.1674034 1.1377892
3.7278608 -0.10445089
4.7689265 0.41139124
5.7410607 -0.14955381
3.1355421 0.53196304
5.2808532 -1.1740466
1.0377368 -1.3804133
5.8784814 0.063739798
1.6286836 -1.9732065
1.5139761 -1.9967737
5.2544514 -0.5022811
4.4238359 0.77289801
0.81911245 -1.011783
0.070540124 -0.048264087
5.3633878 -1.0793363
1.1948284 -1.8111369
1.7923381 -1.3142035
3.9686555 0.061841552
1.7064515 -1.3409769
2.8153457 0.79069173
0.38868674 -0.80245497
5.9300096 0.020311058
3.4967501 -0.51933167
2.5409775 -0.23416586
3.0930705 0.62282557
2.0037089 -1.0981787
2.5974396 0.61823724
1.3556992 -1.6572587
3.4788412 -0.12740843
4.5621901 0.34881056
3.1789387 -0.11360621
3.843159 -0.011916209
1.2544164 -2.0586768
2.2789102 -0.48510598
4.6999719 0.86707862
4.0850745 0.55013435
2.7665708 0.20157393
3.4069723 -0.12015578
4.7652639 -0.11294046
0.35509556 -0.98617226
3.6172145 -0.2314254
0.30161282 -0.18610424
2.4922492 0.36714728
1.8299921 -1.1566302
5.246203 -1.2204031
0.09005692 -0.27877699
4.6077023 0.50594554
5.8250696 -0.57772136
5.9404956 -0.44265272
4.7331702 0.60534989
2.6319512 0.52015974
2.9898678 0.21889455
1.28378	 -1.4456386
3.8609537 0.20331987
1.9202135 -1.475315
5.7605916 0.013053871
4.3597906 0.91682906
2.4717192 0.76432793
4.4673947 1.1606214
1.6076835 -1.917009
2.6395459 0.12356613
5.6002806 -0.71277011
4.0999939 0.47425019
1.2753592 -1.9744788
5.0354294 -0.32169756
3.7727076 0.47886336
0.80263649 -1.3704895
1.2427964 -1.9706934
3.6431937 -0.19364614
3.7793271 0.24296925
2.222861 -0.59314788
3.4508867 -0.52120168
2.708549 0.51426983
0.2633719 -0.44551844
0.16311074 -0.10081046
1.8761103 -1.4857508
0.077175448 -0.15706189
2.3038037 -0.25221102
4.0986958 0.56953679
0.55705477 -0.35363778
0.21202994 -0.50336203
3.6743729 -0.53892554
3.6512422 0.0088696943
0.094558908 -0.4548736
0.098129601 -0.17536194
1.1404475 -1.8112513
3.5215108 -0.0090458595
0.34548654 -0.33414227
2.2054082 -0.45840843
3.788707 -0.63538871
4.3058065 0.87041691
4.1560164 1.1822965
0.50447436 -0.38220046
2.7261309 0.046027738
2.6509698 0.47173193
2.1195027 -0.86971597
0.92163818 -1.6510072
4.0538679 0.11217285
4.19528	 0.82306501
4.3650548 0.72285343
2.8703063 0.52315895
3.3290519 -0.18834054
0.72628268 -1.1944997
2.7045236 0.6460294
4.2952977 1.0657384
5.3570496 -0.20792999
1.6386148 -2.1522765
1.5286158 -2.1513605
5.1936209 -0.41117445
1.3941022 -1.9734661
4.8292305 -0.35289056
5.4503853 -0.70468976
1.3913659 -1.3490872
1.4358754 -1.6070568
0.2985269 0.21285165
0.47030445 -0.45838135
3.8448925 0.70495045
1.1453194 -1.7473682
5.063217 -0.8885324
1.0434015 -1.5803886
1.0247569 -1.103029
5.9657729 -0.40577463
 
